task,agent,seed,simple_regret,campaign_cash,cumulative_regret,churn,gain,backslide,wasted_fraction,wasted_rounds,committed_rounds,validity_rate,n_designs,n_valid,unit_days_used,parallel_utilisation,n_rejections
T2,gp_ucb_rep1,0,0.10097632576953895,-12.142938743196662,652.9456069201345,1.0,0.0,0.0012286306140059516,1.0,1,1,0.0,2,0,5040,1.0,0
T2,gp_ucb_rep1,1,0.006044048444214065,6.1889436541797505,516.6268530453833,0.0,0.018231169812527273,0.0,0.0,0,1,0.0,2,0,5040,1.0,0
T2,gp_ucb_rep1,2,0.05408611970613568,15.71113437898882,479.2667540310388,nan,0.0,0.0,1.0,1,1,0.0,2,0,5040,1.0,0
T2,gp_ucb_rep1,3,0.03851346842485903,-192.7395911348808,516.6132707046651,0.0,0.014136043621863999,0.0,0.0,0,1,0.0,2,0,4830,0.9583333333333334,0
T2,gp_ucb_rep1,4,0.009613509192471253,297.85859104106663,352.15368601102597,1.0,0.0,0.0022934731979880607,1.0,1,1,0.0,2,0,5040,1.0,0
T2,gp_ucb_rep1,5,0.04346675093181647,162.74867684853734,496.1947020315739,1.0,0.0,0.028556741603614197,1.0,1,1,0.0,2,0,4830,0.9583333333333334,0
T2,gp_ucb_rep1,6,0.04357518920037096,-83.28536309663923,632.5964023417469,0.0,0.006861040522720532,0.0,0.0,0,1,0.0,2,0,5040,1.0,0
T2,gp_ucb_rep1,7,0.03355370318963741,-205.12512918394498,527.7657394935613,0.0,0.04030818176670882,0.0,0.0,0,1,0.0,2,0,5040,1.0,0
T2,gp_ucb_rep1,8,0.03685167177378452,-159.08607737973503,555.3510260571225,0.0,0.013282281165863843,0.0,0.0,0,1,0.0,2,0,5040,1.0,0
T2,gp_ucb_rep1,9,0.05195370267179894,-133.95561780474185,597.6123375884831,0.0,0.006026010459205672,0.0,0.0,0,1,0.0,2,0,5040,1.0,0
T2,gp_ucb_rep1,10,0.0567049647870184,-223.95987238308336,723.3029930552866,0.0,0.0652994743903203,0.0,0.0,0,1,0.0,2,0,5040,1.0,0
T2,gp_ucb_rep1,11,0.014657214294799659,64.29252515446018,447.23681849337197,nan,0.0,0.0,1.0,1,1,0.0,2,0,5040,1.0,0
T2,gp_ucb_rep1,12,0.032807496562032135,226.97589308635727,422.9092563802414,0.0,0.00834178465367133,0.0,0.0,0,1,0.0,2,0,5040,1.0,0
T2,gp_ucb_rep1,13,0.02942191442899967,-47.49766627403669,455.8389019101901,1.0,0.0,0.015180264041295612,1.0,1,1,0.0,2,0,4830,0.9583333333333334,0
T2,gp_ucb_rep1,14,0.040666635873727125,-205.3342658959762,500.1924003996169,0.0,0.018462843391881603,0.0,0.0,0,1,0.0,2,0,5040,1.0,0
T2,gp_ucb_rep1,15,0.0064838225580458875,-138.65136550862957,545.6236743631995,0.0,0.07356351013004865,0.0,0.0,0,1,0.0,2,0,5040,1.0,0
T2,gp_ucb_rep1,16,0.03037694346767581,-52.319946120336084,459.2618091678448,0.0,0.03928237660935804,0.0,0.0,0,1,0.0,2,0,5040,1.0,0
T2,gp_ucb_rep1,17,0.023441509844465733,104.73282004350155,378.5597736812219,0.0,0.02073108068343109,0.0,0.0,0,1,0.0,2,0,4830,0.9583333333333334,0
T2,gp_ucb_rep1,18,0.044554719768211876,-36.02266055825953,633.3313299700055,0.0,0.016012612614685652,0.0,0.0,0,1,0.0,2,0,5040,1.0,0
T2,gp_ucb_rep1,19,0.01097623457024216,-73.917711370365,571.4895467626199,0.0,0.05839219116942135,0.0,0.0,0,1,0.0,2,0,5040,1.0,0
T3,random_spread,0,0.05061499874814864,-429.1686316909043,1043.6817315508217,1.0,0.0,0.021070540653926627,1.0,2,2,0.0,3,0,6720,0.8888888888888888,0
T3,random_spread,1,0.01736263326091185,-164.37526850403844,751.1391541893673,nan,0.0,0.0,1.0,2,2,0.0,3,0,6510,0.8611111111111112,0
T3,random_spread,2,0.06012736974896182,-359.4579080193553,851.994233177581,0.0,0.0012879208575458864,0.0,1.0,2,2,0.0,3,0,6510,0.8611111111111112,0
T3,random_spread,3,0.011281853520245466,-484.3744584224684,719.8817052683196,0.0,0.031234813190722917,0.0,0.5,1,2,0.0,3,0,6720,0.8888888888888888,0
T3,random_spread,4,0.00871832750714667,-408.41329071453936,1204.500238355818,0.0,0.08160285684114392,0.0,0.0,0,2,0.0,3,0,6720,0.8888888888888888,0
T3,random_spread,5,0.05257085724783252,-222.82525392032522,1078.6953822075684,0.0,0.04691688238957824,0.0,0.5,1,2,0.0,3,0,7350,0.9722222222222222,0
T3,random_spread,6,0.0034266656498829207,-392.424148739767,908.1895243832282,0.0,0.02724592400192314,0.0,0.5,1,2,0.0,3,0,6930,0.9166666666666666,0
T3,random_spread,7,0.03596695080469102,-606.2998071779904,780.4813161028071,0.0,0.01592194601730089,0.0,0.5,1,2,0.0,3,0,7140,0.9444444444444444,0
T3,random_spread,8,0.03640295071000085,-624.9303426544423,875.7424766761433,0.0,0.01994702898080307,0.0,0.5,1,2,0.0,3,0,6720,0.8888888888888888,0
T3,random_spread,9,0.038421342887814056,-488.46223476750004,899.8053440130094,1.0,0.0,0.007342534740286493,1.0,2,2,0.0,3,0,6510,0.8611111111111112,0
T3,random_spread,10,0.047073139900243824,-383.3513766185767,784.2401710960105,0.0,0.024400977009161343,0.0,0.5,1,2,0.0,3,0,6930,0.9166666666666666,0
T3,random_spread,11,0.015680236891068927,-318.40342810042347,757.8132907928507,0.024372987912314195,0.03815948799392187,0.0009532953967990032,0.5,1,2,0.0,3,0,6300,0.8333333333333334,0
T3,random_spread,12,0.05968072605339591,-338.4297395357372,1160.32694841313,nan,0.0,0.0,1.0,2,2,0.0,3,0,7350,0.9722222222222222,0
T3,random_spread,13,0.004240634072355427,-566.6090844564859,921.9474345301953,0.0,0.07695109593534935,0.0,0.5,1,2,0.0,3,0,7140,0.9444444444444444,0
T3,random_spread,14,0.04342281215707225,-538.4172195621222,632.6757311777058,nan,0.0,0.0,1.0,2,2,0.0,3,0,6720,0.8888888888888888,0
T3,random_spread,15,0.05658224324753322,-387.0897764247425,752.3950618862236,nan,0.0,0.0,1.0,2,2,0.0,3,0,7140,0.9444444444444444,0
T3,random_spread,16,0.018888717197145494,-513.5396058625008,752.842037734349,nan,0.0,0.0,1.0,2,2,0.0,3,0,6300,0.8333333333333334,0
T3,random_spread,17,0.050577316165121955,-389.975943080815,913.1869044432741,nan,0.0,0.0,1.0,2,2,0.0,3,0,6510,0.8611111111111112,0
T3,random_spread,18,0.09746610918462946,-557.3610338035777,1208.1857035201228,0.0,0.006122551965297401,0.0,0.5,1,2,0.0,3,0,7140,0.9444444444444444,0
T3,random_spread,19,0.03292154852225681,-508.0301000847247,973.9614284906511,0.0,0.042062437467376,0.0,0.0,0,2,0.0,3,0,6930,0.9166666666666666,0
T3,literature_prior,0,0.05507596144129275,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,1,0.024474870389203457,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,2,0.02283988531484602,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,3,0.0160053974901242,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,4,0.0285879156526984,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,5,0.03277077296873558,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,6,0.034412606642644505,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,7,0.02697008513688248,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,8,0.01912799294278245,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,9,0.028367654399987036,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,10,0.04622726908023633,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,11,0.032907985249722674,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,12,0.017465140650040623,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,13,0.02852466331011003,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,14,0.011298803658705262,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,15,0.015972139007560907,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,16,0.022124454126695947,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,17,0.023364353191816734,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,18,0.027666414029646,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,literature_prior,19,0.03913324251240101,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T3,prior_anchored,0,0.0175257264945098,-97.23568026140919,695.7421869397308,0.0,0.05395737452621961,0.0,0.0,0,2,0.0,3,0,6720,0.8888888888888888,0
T3,prior_anchored,1,0.0023373906283893353,96.92904689040421,587.5324868582638,0.010405223582151072,0.0074812066935050076,7.866212531151828e-05,0.5,1,2,0.0,3,0,7350,0.9722222222222222,0
T3,prior_anchored,2,0.0025846345937514392,-128.09504021829036,623.6734095720112,0.0,0.029027728169577487,0.0,0.5,1,2,0.0,3,0,7350,0.9722222222222222,0
T3,prior_anchored,3,0.010771681145019623,-176.93158779591445,418.77056940003,0.031111555664130763,0.05562949105347765,0.0017862944053005682,0.5,1,2,0.0,3,0,6720,0.8888888888888888,0
T3,prior_anchored,4,0.002509189503267076,260.0976183462353,531.198539834842,0.0,0.09300029742479958,0.0,0.0,0,2,0.0,3,0,6720,0.8888888888888888,0
T3,prior_anchored,5,0.03277077296873558,28.470666032356874,835.3878726825825,0.055598034992533955,0.03737039753477128,0.002200038486585204,0.5,1,2,0.0,3,0,6930,0.9166666666666666,0
T3,prior_anchored,6,0.01595512619844986,-77.61564389180015,508.1924506104081,0.09155989655796289,0.025168411924418287,0.0025366748821376434,0.5,1,2,0.0,3,0,6510,0.8611111111111112,0
T3,prior_anchored,7,0.0031689413786875585,-244.13378832768174,420.70514006071846,0.021321485712238887,0.0625949503721727,0.0013636933073879302,0.5,1,2,0.0,3,0,7350,0.9722222222222222,0
T3,prior_anchored,8,0.01912799294278245,-313.5253264500577,581.5518702393196,0.2368048355391573,0.029497413304516586,0.009152482132589543,0.5,1,2,0.0,3,0,6930,0.9166666666666666,0
T3,prior_anchored,9,0.007439715678159972,-72.38034389193503,436.29315670697446,0.0,0.08433881851151342,0.0,0.0,0,2,0.0,3,0,6510,0.8611111111111112,0
T3,prior_anchored,10,0.029257521524071947,-105.44344248885294,547.0495063582927,0.0018068699013813663,0.05293526280427233,9.582026784065584e-05,0.5,1,2,0.0,3,0,7140,0.9444444444444444,0
T3,prior_anchored,11,0.014042213615414398,-47.17716867355739,530.9934589666491,0.18709949810916482,0.006979388520645308,0.0016063959688598708,0.5,1,2,0.0,3,0,6930,0.9166666666666666,0
T3,prior_anchored,12,0.004023244669085796,200.49304991515382,520.5161909696219,0.0,0.07860816378660294,0.0,0.0,0,2,0.0,3,0,6510,0.8611111111111112,0
T3,prior_anchored,13,0.02852466331011003,-175.01395956508986,479.91704106831014,0.0,0.0409030459562078,0.0,0.0,0,2,0.0,3,0,6300,0.8333333333333334,0
T3,prior_anchored,14,0.006700130863184113,-366.0064174621593,457.28767914121005,0.0,0.07383712922488819,0.0,0.5,1,2,0.0,3,0,7140,0.9444444444444444,0
T3,prior_anchored,15,0.0023461795397305904,-110.43408932265137,484.84080339381495,0.0,0.061721947453573955,0.0,0.0,0,2,0.0,3,0,6720,0.8888888888888888,0
T3,prior_anchored,16,0.006161564666628903,-258.2676013523105,505.76191503577763,0.0,0.0653078096473956,0.0,0.0,0,2,0.0,3,0,7140,0.9444444444444444,0
T3,prior_anchored,17,0.0020845646062610246,44.11500407829678,519.1905074276689,0.0,0.09284980324486475,0.0,0.0,0,2,0.0,3,0,7140,0.9444444444444444,0
T3,prior_anchored,18,0.010481506641135896,86.2045516707415,519.8192342416139,0.053612900401910406,0.08631415177425394,0.004889703192608688,0.5,1,2,0.0,3,0,6720,0.8888888888888888,0
T3,prior_anchored,19,0.016373182874976168,-50.43575596466054,545.9242570019636,0.08583403682273816,0.07542747564663534,0.007082132766787437,0.5,1,2,0.0,3,0,7140,0.9444444444444444,0
T3,classical_doe,0,0.03498760969443459,159.3758447029054,493.79977075872506,0.34660105772840816,0.06254667959490913,0.03317842117960509,0.5,1,2,0.6666666666666666,3,2,6720,0.8888888888888888,0
T3,classical_doe,1,0.044877071379781884,86.18808681180536,526.9891990637536,0.20397354366258696,0.045540352840879005,0.011669244250170116,0.5,1,2,1.0,3,3,7140,0.9444444444444444,0
T3,classical_doe,2,0.008646105188876013,51.09891010078866,469.8277437785488,0.0,0.06246878490169004,0.0,0.5,1,2,0.6666666666666666,3,2,6720,0.8888888888888888,0
T3,classical_doe,3,0.011905931367785547,-178.15451995684444,486.3949093127739,0.0,0.04503812084764527,0.0,0.0,0,2,1.0,3,3,7140,0.9444444444444444,0
T3,classical_doe,4,0.023527698953713275,92.82856062886519,581.4348228566527,0.0,0.0532942604121059,0.0,0.0,0,2,1.0,3,3,5880,0.7777777777777778,0
T3,classical_doe,5,0.002842281314548653,163.77463735600583,578.2253647346232,0.0,0.07909593751993756,0.0,0.0,0,2,1.0,3,3,6300,0.8333333333333334,0
T3,classical_doe,6,0.0352219472894925,-7.7912993079071455,469.3660068222879,0.3283459733084896,0.05319327869373951,0.026004160136134567,0.5,1,2,1.0,3,3,6720,0.8888888888888888,0
T3,classical_doe,7,0.0018052480712996283,-223.2305355395621,386.62592547390483,0.0,0.05411774359073298,0.0,0.0,0,2,0.6666666666666666,3,2,6300,0.8333333333333334,0
T3,classical_doe,8,0.01132130702484719,-230.86697183419827,459.2215622134546,0.0,0.047834991351813745,0.0,0.0,0,2,1.0,3,3,6300,0.8333333333333334,0
T3,classical_doe,9,0.0014814039679374308,-66.79594671516959,411.305589453356,0.0,0.06420433245219738,0.0,0.0,0,2,1.0,3,3,5880,0.7777777777777778,0
T3,classical_doe,10,0.018465945245262058,-121.6738148247143,558.5870806790342,0.0,0.04120280184110266,0.0,0.0,0,2,1.0,3,3,7140,0.9444444444444444,0
T3,classical_doe,11,0.007255762959388762,-24.14933403052576,491.0601772718369,0.04766215453913499,0.05653742092990695,0.0028295581304986425,0.5,1,2,0.6666666666666666,3,2,6720,0.8888888888888888,0
T3,classical_doe,12,0.0032619339880565895,219.23883901213486,510.28331492732127,0.0,0.06645721004605645,0.0,0.0,0,2,1.0,3,3,6720,0.8888888888888888,0
T3,classical_doe,13,0.016352451780509522,-141.7184608742264,483.30089148621187,0.0,0.0396929874998127,0.0,0.5,1,2,0.6666666666666666,3,2,6720,0.8888888888888888,0
T3,classical_doe,14,0.0062840434290571245,-222.1276879704427,334.88142638617035,0.0039213198020985945,0.05344268241498802,0.00021039085867144772,0.5,1,2,1.0,3,3,6300,0.8333333333333334,0
T3,classical_doe,15,0.003146378733960016,-72.51794398756083,414.61700316243997,0.0,0.06634123216873009,0.0,0.5,1,2,1.0,3,3,6300,0.8333333333333334,0
T3,classical_doe,16,0.005252838573351851,-242.80479777249565,474.29144996447667,0.05944586421298971,0.05789428468841007,0.0036590937781754047,0.5,1,2,1.0,3,3,6300,0.8333333333333334,0
T3,classical_doe,17,0.002026152723909047,-9.496920085482113,529.3155423918142,0.0,0.07556007435655095,0.0,0.5,1,2,1.0,3,3,6300,0.8333333333333334,0
T3,classical_doe,18,0.006811599857839246,124.56171927415598,482.60059434726924,0.055062855031558985,0.0753430007595109,0.004390345697122683,0.5,1,2,0.6666666666666666,3,2,6720,0.8888888888888888,0
T3,classical_doe,19,0.005162432785033824,-155.5099307428024,589.5256765961859,0.0,0.05564376412680488,0.0,0.0,0,2,1.0,3,3,6720,0.8888888888888888,0
T3,gp_ucb_rep1,0,0.0175257264945098,-97.23568026140919,695.7421869397308,0.0,0.05395737452621961,0.0,0.0,0,2,0.0,3,0,6720,0.8888888888888888,0
T3,gp_ucb_rep1,1,0.0023373906283893353,96.92904689040421,587.5324868582638,0.010405223582151072,0.0074812066935050076,7.866212531151828e-05,0.5,1,2,0.0,3,0,7350,0.9722222222222222,0
T3,gp_ucb_rep1,2,0.0025846345937514392,-128.09504021829036,623.6734095720112,0.0,0.029027728169577487,0.0,0.5,1,2,0.0,3,0,7350,0.9722222222222222,0
T3,gp_ucb_rep1,3,0.010771681145019623,-176.93158779591445,418.77056940003,0.031111555664130763,0.05562949105347765,0.0017862944053005682,0.5,1,2,0.0,3,0,6720,0.8888888888888888,0
T3,gp_ucb_rep1,4,0.002509189503267076,260.0976183462353,531.198539834842,0.0,0.09300029742479958,0.0,0.0,0,2,0.0,3,0,6720,0.8888888888888888,0
T3,gp_ucb_rep1,5,0.009606884450901215,28.470666032356874,835.3878726825825,0.055598034992533955,0.03737039753477128,0.002200038486585204,0.5,1,2,0.0,3,0,6930,0.9166666666666666,0
T3,gp_ucb_rep1,6,0.01595512619844986,-77.61564389180015,508.1924506104081,0.09155989655796289,0.025168411924418287,0.0025366748821376434,0.5,1,2,0.0,3,0,6510,0.8611111111111112,0
T3,gp_ucb_rep1,7,0.0031689413786875585,-244.13378832768174,420.70514006071846,0.021321485712238887,0.0625949503721727,0.0013636933073879302,0.5,1,2,0.0,3,0,7350,0.9722222222222222,0
T3,gp_ucb_rep1,8,0.014700928749196509,-313.5253264500577,581.5518702393196,0.2368048355391573,0.029497413304516586,0.009152482132589543,0.5,1,2,0.0,3,0,6930,0.9166666666666666,0
T3,gp_ucb_rep1,9,0.007439715678159972,-72.38034389193503,436.29315670697446,0.0,0.08433881851151342,0.0,0.0,0,2,0.0,3,0,6510,0.8611111111111112,0
T3,gp_ucb_rep1,10,0.029257521524071947,-105.44344248885294,547.0495063582927,0.0018068699013813663,0.05293526280427233,9.582026784065584e-05,0.5,1,2,0.0,3,0,7140,0.9444444444444444,0
T3,gp_ucb_rep1,11,0.014042213615414398,-47.17716867355739,530.9934589666491,0.18709949810916482,0.006979388520645308,0.0016063959688598708,0.5,1,2,0.0,3,0,6930,0.9166666666666666,0
T3,gp_ucb_rep1,12,0.004023244669085796,200.49304991515382,520.5161909696219,0.0,0.07860816378660294,0.0,0.0,0,2,0.0,3,0,6510,0.8611111111111112,0
T3,gp_ucb_rep1,13,0.005018100914804924,-175.01395956508986,479.91704106831014,0.0,0.0409030459562078,0.0,0.0,0,2,0.0,3,0,6300,0.8333333333333334,0
T3,gp_ucb_rep1,14,0.006700130863184113,-366.0064174621593,457.28767914121005,0.0,0.07383712922488819,0.0,0.5,1,2,0.0,3,0,7140,0.9444444444444444,0
T3,gp_ucb_rep1,15,0.0023461795397305904,-110.43408932265137,484.84080339381495,0.0,0.061721947453573955,0.0,0.0,0,2,0.0,3,0,6720,0.8888888888888888,0
T3,gp_ucb_rep1,16,0.006161564666628903,-258.2676013523105,505.76191503577763,0.0,0.0653078096473956,0.0,0.0,0,2,0.0,3,0,7140,0.9444444444444444,0
T3,gp_ucb_rep1,17,0.0020845646062610246,44.11500407829678,519.1905074276689,0.0,0.09284980324486475,0.0,0.0,0,2,0.0,3,0,7140,0.9444444444444444,0
T3,gp_ucb_rep1,18,0.010481506641135896,86.2045516707415,519.8192342416139,0.053612900401910406,0.08631415177425394,0.004889703192608688,0.5,1,2,0.0,3,0,6720,0.8888888888888888,0
T3,gp_ucb_rep1,19,0.016373182874976168,-50.43575596466054,545.9242570019636,0.08583403682273816,0.07542747564663534,0.007082132766787437,0.5,1,2,0.0,3,0,7140,0.9444444444444444,0
T4,random_spread,0,0.07690791625750432,47.244633143654106,2427.2941407594435,nan,0.0,0.0,1.0,2,2,0.0,3,0,11970,0.7916666666666666,0
T4,random_spread,1,0.029093092022740213,583.7128617986017,1503.9949915895245,0.6700188820181774,0.004862178063588601,0.009872537950848442,0.5,1,2,0.0,3,0,11760,0.7777777777777778,0
T4,random_spread,2,0.006480073512715817,630.2679315444472,1297.9372183382557,0.0,0.028252702365210478,0.0,0.5,1,2,0.0,3,0,11970,0.7916666666666666,0
T4,random_spread,3,0.04839113423064004,524.0217784498172,850.4780143633377,1.0,0.0,0.020075719640072126,1.0,2,2,0.0,3,0,11970,0.7916666666666666,0
T4,random_spread,4,0.05675366761049086,822.7485160193598,1627.765269780209,0.8179103455410638,0.00429245835021741,0.019280865257716717,0.5,1,2,0.0,3,0,11130,0.7361111111111112,0
T4,random_spread,5,0.011534854710293752,676.6371650455458,2084.2311252842546,0.0,0.07183608719251486,0.0,0.5,1,2,0.0,3,0,12600,0.8333333333333334,0
T4,random_spread,6,0.028671227780320385,200.28837640896487,1601.1624906031586,0.0,0.020332187910217805,0.0,0.5,1,2,0.0,3,0,11550,0.7638888888888888,0
T4,random_spread,7,0.012511284627275382,-9.977376453019273,1262.852179397873,nan,0.0,0.0,1.0,2,2,0.0,3,0,11550,0.7638888888888888,0
T4,random_spread,8,0.009417528732946184,87.51435633201633,1372.237392816037,0.0,0.014942087248236882,0.0,0.5,1,2,0.0,3,0,12390,0.8194444444444444,0
T4,random_spread,9,0.035656803494798314,145.2478709755823,1500.026773188888,nan,0.0,0.0,1.0,2,2,0.0,3,0,11760,0.7777777777777778,0
T4,random_spread,10,0.02805039369178791,110.02435383150628,1792.1098701811961,0.0,0.03034581589775892,0.0,0.5,1,2,0.0,3,0,12390,0.8194444444444444,0
T4,random_spread,11,0.01882815420254233,620.8811587519406,1186.1603494667293,0.0,0.010217896374893704,0.0,0.0,0,2,0.0,3,0,11550,0.7638888888888888,0
T4,random_spread,12,0.01418863331118353,651.34583189965,1839.216217783243,0.0,0.12515874819067008,0.0,0.0,0,2,0.0,3,0,12180,0.8055555555555556,0
T4,random_spread,13,0.00684197920909646,231.18874641668174,1353.6024183356392,0.0,0.013493408673913368,0.0,0.5,1,2,0.0,3,0,11550,0.7638888888888888,0
T4,random_spread,14,0.05582942981464641,-277.6958024727622,1439.6918508418726,1.0,0.0,0.01356789527316607,1.0,2,2,0.0,3,0,12600,0.8333333333333334,0
T4,random_spread,15,0.01787621486332823,556.0376306730628,1018.6065593523335,nan,0.0,0.0,1.0,2,2,0.0,3,0,11760,0.7777777777777778,0
T4,random_spread,16,0.01927621022978475,85.22097745628442,1268.5699940646184,0.0,0.01667364946550902,0.0,0.5,1,2,0.0,3,0,12180,0.8055555555555556,0
T4,random_spread,17,0.007435934548297274,590.3546116060446,1232.4467346616486,nan,0.0,0.0,1.0,2,2,0.0,3,0,11130,0.7361111111111112,0
T4,random_spread,18,0.02713235911434375,326.10603673768765,1845.32913652237,nan,0.0,0.0,1.0,2,2,0.0,3,0,11970,0.7916666666666666,0
T4,random_spread,19,0.03972543849125114,354.2443073907879,1575.5155881317423,0.0,0.009740981286322795,0.0,0.5,1,2,0.0,3,0,11970,0.7916666666666666,0
T4,literature_prior,0,0.0770261011963706,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,1,0.024188262073258637,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,2,0.015559920928796628,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,3,0.01016447507003436,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,4,0.03719026378859716,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,5,0.03247940189525686,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,6,0.037061840598873075,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,7,0.03314842774510644,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,8,0.021916086125025616,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,9,0.027457972195437136,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,10,0.05671173228561423,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,11,0.036795507384333015,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,12,0.03167053576398138,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,13,0.029540130702648396,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,14,0.00963410411264043,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,15,0.0158604485315237,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,16,0.023705390699594528,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,17,0.01984555776494723,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,18,0.02771134729200589,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,literature_prior,19,0.055097875514234965,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0
T4,prior_anchored,0,0.01267913624790612,1151.1967275182203,1247.2572941482722,0.0,0.05407803426430849,0.0,0.0,0,2,0.0,3,0,11760,0.7777777777777778,0
T4,prior_anchored,1,0.015252646295141198,1326.3717572412477,790.6178756857645,0.0,0.006702966454461778,0.0,0.0,0,2,0.0,3,0,12390,0.8194444444444444,0
T4,prior_anchored,2,0.016431159915388932,1197.559026739746,689.4886865658034,0.7754740749394003,0.004719205921490333,0.016299328665179857,0.5,1,2,0.0,3,0,11550,0.7638888888888888,0
T4,prior_anchored,3,0.03014061129551339,490.55807832736014,853.6192721732609,0.4763561442636692,0.024185453916108365,0.02200138404859872,0.5,1,2,0.0,3,0,11970,0.7916666666666666,0
T4,prior_anchored,4,0.022414496097256043,1128.4399274692519,1439.9168473027817,0.677814863561843,0.0011500277366927325,0.002419434682978755,0.5,1,2,0.0,3,0,11760,0.7777777777777778,0
T4,prior_anchored,5,0.0535452206950815,1246.877635731109,1480.4908137081968,0.046933862019346746,0.05314167646492364,0.002616968551590826,0.5,1,2,0.0,3,0,12600,0.8333333333333334,0
T4,prior_anchored,6,0.027153430338329454,1255.928110177664,620.2797772753529,0.6925371733078868,0.008472761166611081,0.019084265020153035,0.5,1,2,0.0,3,0,11550,0.7638888888888888,0
T4,prior_anchored,7,0.008055168644793345,279.2482383628273,1071.4614155587342,0.15004647249383457,0.04225979425971193,0.007460329125981512,0.5,1,2,0.0,3,0,12390,0.8194444444444444,0
T4,prior_anchored,8,0.007309123142255833,660.6191408560907,991.1906306135735,0.0,0.018028320707028436,0.0,0.0,0,2,0.0,3,0,13860,0.9166666666666666,0
T4,prior_anchored,9,0.026651556166228288,840.6822413414926,985.8481843172964,0.0,0.038687761139366714,0.0,0.0,0,2,0.0,3,0,12810,0.8472222222222222,0
T4,prior_anchored,10,0.04422396372259026,700.6307170159525,1095.296724064765,0.4416726196756194,0.0341133509442607,0.026985839506405193,0.5,1,2,0.0,3,0,11550,0.7638888888888888,0
